assetid,anatomy_model,avg_touches
W01E121422,Gallbladder Anatomy,1.0
W16029,Hypoglycemia,1.0
W01E107352,Low Testosterone,1.0
W35315,Heart,2.0
W01E116540,Colon Polyps,1.3333333333333333
W01E113474,Pancreatic Bile Duct,1.0
W01E100336,Hand,1.0
W01E115694,Foot,1.0
W24594,Endoscopy,1.0
W26606,Heart,2.2
W01E116936,Urinary Tract Infection,1.0
W01E103850,Acne,1.0
W19529,Hemorrhoids,1.0
W43920,Allergic Rhinitis,1.0
W01E119672,Carpal Tunnel Syndrome,1.0
W25854,Diverticulosis,1.0
W01E121534,Head,1.0
W01E100887,Cardiac Catheterization,1.0
W01Y109097,Brain,1.0
W25481,Blood Clot in Vein,1.0
W01E133287,Crohn's Disease,1.0
W01E134302,Brain,1.0
W01Y107655,Atrial Fibrillation with Conduction System,2.0
W01E110703,Ventricular Fibrillation with Conduction System,1.8888888888888888
W15801,Acid Reflux,2.6666666666666665
W26775,Neck,2.0
W01E110735,Stye,2.0
W01E117165,Leg,1.5
W06971,Lung,2.0
W01Y100739,Mastectomy,3.0
W27408,Gallbladder Anatomy,1.0
W01Y107365,BPH,1.6
W01E127856,Liver,1.0
W01E132460,Pelvis,1.0
W01E114326,Low Testosterone,2.0
W43227,Pancreatic Cancer,1.0
W01E126217,Concussion: Brain Injury,1.0
W43227,Aortic Dissection,2.0
W01E107352,Rosacea,1.0
W01Y111662,Ringworm: Tinea Pedis,1.0
W01E125540,Cervix Anatomy,1.0
W07483,Neck,1.0
W13811,Foot,1.0
W01Y113562,Shoulder,2.0
W15394,High Blood Pressure,1.0
W01E126302,Diabetic Foot Complications,1.6666666666666667
W06474,Esophageal Cancer,1.0
W01E126243,Spine,1.6666666666666667
W01E134714,Allergic Rhinitis,1.0
W01E110732,Endoscopy,1.0
W01E104866,Foot,1.0
W01Y113234,Advanced Atherosclerosis,1.0
W01E106980,HIV/AIDS,1.0
W01E100662,Psoriasis,1.0
W01E120564,Kyphosis,1.0
W01E113293,Elbow,1.0
W09318,Varicose Veins,1.0
W01E117165,Spine,2.0
W24924,Thyroid Nodules,1.0
W14945,Gallstone Pancreatitis,1.0
W01E103355,Spine,1.0
W35821,Diabetic Foot Complications,1.0
W13845,Low Testosterone,1.0
W08066,Hiatal Hernia,1.0
W01E126197,Pelvis,1.5
W01E105564,Peripheral Artery Disease,1.0
W01E132946,Pancreas Anatomy,1.0
W01E106813,HIV/AIDS,1.0
W01E114395,Shoulder,1.0
W01Y112143,Psoriatic Arthritis,1.0
W01Y100298,Thyroid Nodules,1.0
W01E113053,Neck,2.5
W37681,Saccular Aneurysm,1.0
W19811,Leg,1.0
W01Y101535,Pancreatic Bile Duct,1.5
W39733,Lung,1.0
W01E115885,Appendicitis,2.0
W01E112081,Hand,2.0
W10440,Strep Throat,1.5
W43801,Psoriasis,1.0
W36805,Spine,1.0
W15874,Teeth,1.0
W24827,Foot,1.75
W01E104345,Vasculature,1.0
W01Y100499,Colonoscopy,1.0
W01E118355,Hypoparathyroidism,1.0
W01E105679,Stomach,3.5
W07483,Aortic Valve Stenosis,1.0
W19338,Urinary System,1.0
W14883,Shoulder,1.0
W01E118949,Thyroid Nodules,1.0
W24171,Arm,1.0
W15578,Stroke,1.0
W14413,Pancreatic Bile Duct,1.0
W01E132627,Abdomen,1.0
W15896,Heart,1.0
W03512,Artery Blockage,1.6666666666666667
W13845,Thyroid Cancer,1.0
W20327,Stomach,1.0
W01Y113569,Prostate Brachytherapy,1.0
W01E115449,Astigmatism,1.0
W08070,Outer Ear Infection,1.0
W01E119811,Wagner Classification,1.0
W01E131573,Spine,2.0
W01Y111654,Diabetes Type 1 Glucose Absorption,22.0
W01E125005,Large Intestine Cross Section,1.0
W03787,Stomach,2.3333333333333335
W01Y101484,Mastectomy,1.0
W01E126302,Dry Skin,1.3333333333333333
W46628,Head,1.0
W01E111797,Gout,1.0
W01E118661,Heart,1.0
W01E122824,Ringworm: Tinea Pedis,1.0
W01E121149,Varicose Veins,1.0
W26463,Implantable Port,1.0
W01E119271,Back Pain,1.5
W01E133680,Spine,2.125
W46449,Atrial Fibrillation with Conduction System,3.0
W38562,Abdomen,1.0
W01E103644,Diabetic Foot Complications,1.0
W06638,Lupus,1.0
W01E122586,Insulin and Glucose,2.0
W13753,Pregnancy,1.0
W37964,Spine,1.3333333333333333
W10148,Heart Failure,1.0
W13305,Cardiac Catheterization,1.0
W34236,Colon,1.0
W01Y101734,Wagner Classification,1.0
W01E104148,Asthma Inhaler,1.0
W01Y100145,Rheumatoid Arthritis,1.5
W01Y106504,GERD,1.5
W01E104553,Teeth,1.5
W01Y100499,Appendicitis,1.0
W01Y109730,Endoscopy,1.1428571428571428
W10086,Diabetes Type 1 Glucose Absorption,1.0
W01Y104654,ABCDE Moles,1.0
W01E134254,Non-Small Cell Lung Cancer,1.0
W01E133993,Common Cold,1.0
W13707,Gastric Outlet Obstruction,1.0
W05623,Lung,1.0
W26457,Kyphosis,1.0
W01Y102305,Hand,1.0
W01E108808,Spine,1.0
W15704,Endoscopy,1.0
W01E120496,Cervix Anatomy,1.0
W37101,Cardiac Catheterization,1.0
W01E106716,Carpal Tunnel Syndrome,2.0
W01E119812,Neck,1.0
W19993,Neck,1.5
W01E115416,Artery Blockage,1.0
W10852,Mammography,1.0
W01E124027,Basal Cell Carcinoma,1.0
W01E104113,Head,1.0
W01E120556,Stomach Cross Section,1.0
W01E130435,Pelvis,1.0
W43167,Vasculature,1.0
W10357,Heart,1.25
W07429,Systems,1.6
W28788,Spine,1.0
W01E119597,Diabetic Retinopathy,1.0
W01E114664,Hypoparathyroidism,2.0
W46606,Pelvis,1.0
W20023,Cervix Anatomy,2.0
W26113,Large Intestine Cross Section,1.6666666666666667
W01E127163,Basal Cell Carcinoma,1.0
W01E100919,Diabetes Type 1 Glucose Absorption,1.0
W01Y106919,Diabetic Foot Complications,1.0
W01E133865,Eczema,1.0
W01E132597,Endoscopy,1.0
W01Y103992,Abdomen,1.625
W01E112750,Pancreas Anatomy,1.5
W01E111343,BPH,1.25
W06293,Prostate Brachytherapy,2.0
W11731,Neck,2.3333333333333335
W01E113089,Osteoporosis,3.0
W08066,Smokers Lung,1.0
W20445,Barrett's Esophagus,2.0
W01E128885,Cervical Cancer,1.0
W01E126409,Neck,1.0
W01842,Head,1.0
W13923,Wrist,1.0
W14634,Pelvis,2.0
W01E120564,Osteoarthritis,2.0
W01E110297,Diabetic Nerve Problem,1.0
W35822,Mammography,1.0
W01Y101615,Arm,1.5
W01E117505,Diabetic Foot Complications,1.0
W25845,Hiatal Hernia,1.6666666666666667
W02011,Kidney,1.0
W15421,Irritable Bowel Syndrome,1.0
W01E121658,Pancreatic Bile Duct,1.0
W01E100333,Sinus,1.0
W35176,Diabetic Foot Complications,1.5
W36268,Colon Cancer,1.0
W26578,Shingles,1.0
W01Y113589,Kidney,1.0
W01E121341,Colon Polyps,1.0
W01Y103585,Migraine,1.0
W01E114669,Hepatitis C,1.0
W01E122010,Back Pain,1.0
W01E119388,Abdomen,2.0
W01E120191,Stomach,2.0
W26231,Systems,2.0
W01E127613,Esophagus,2.0
W01E114831,ABCDE Moles,2.0
W25983,Hiatal Hernia,1.0
W01Y102294,Diabetic Nerve Problem,1.0
W01E114964,Kidney Failure,1.0
W01E109806,Pancreatic Cancer,1.0
W37727,Pancreas Anatomy,1.0
W01E119728,Skin,1.0
W07483,Wagner Classification,1.0
W37468,Prostate Anatomy Tour,1.0
W01E119680,C-Section,1.0
W01Y107678,Varicose Veins,1.0
W01E110101,Basal Cell Carcinoma (Gross),1.0
W01E125005,Diabetes Type 2 Glucose Transport,1.0
W01E134179,Pregnancy,1.0
W01E121301,Brain,1.0
W01E120485,Hypercholesterolemia,1.0
W01E103825,Diabetic Foot Complications,1.5
W01E115416,Eye,1.0
W01Y114159,HIV/AIDS,1.0
W19859,Neck,1.0
W24527,Migraine,2.0
W08032,Thyroid Nodules,1.0
W01Y111663,Breast,1.0
W19529,Spine - Lumbar,1.5
W01E115414,Rheumatoid Arthritis,1.0
W01E126634,Rheumatoid Arthritis,1.0
W01E131548,Stomach Cancer,2.0
W01E125931,Strep Throat,1.0
W01E110111,Diverticulitis,1.5
W05823,Diabetic Nerve Problem,1.0
W01E126217,Prostate Brachytherapy,1.0
W01E130433,Abdomen,3.0
W01E118851,Pancreas Anatomy,1.3333333333333333
W01E117064,Chemotherapy IV,1.0
W01Y104822,Foot,1.0
W24081,Diabetic Nerve Problem,1.1428571428571428
W01E118940,Abdomen,1.0
W01E132610,Asthma Inhaler,1.0
W24713,Food Allergy,1.0
W01E132406,Thorax,1.0
W11731,Epilepsy,1.0
W26260,Thorax,1.0
W01E117064,Neck,1.0
W08066,Carpal Tunnel Syndrome,1.0
W01E106865,Pneumonia,1.0
W01E113293,Skin,3.0
W01E112191,Thorax,3.0
W01E118395,Blister,1.0
W01Y100594,Diabetic Nerve Problem,1.0
W01Y104571,Spine,2.0
W01E128623,Leg,1.0
W01E102364,Diverticulosis,1.0
W01E115984,Food Allergy,2.0
W07652,Pancreatic Bile Duct,1.0
W15704,Liver Cancer,1.0
W26689,Mole Mapping,1.0
W01Y114432,Artery Blockage,2.0
W01E126745,Hypoparathyroidism,1.0
W01E118921,Lung Cancer,1.0
W01E100581,Stye,4.0
W14701,Psoriatic Arthritis,1.0
W01546,Head,1.0
W37128,Adam Insulin ,1.0
W01E106332,Hypoparathyroidism,1.0
W01Y106405,Brain,1.0
W16049,Stomach Cross Section,1.0
W01E110959,Pancreatic Cancer,1.0
W01E115416,Ear,1.0
W01E131137,Hepatitis C,1.0
W19275,BPH,1.0
W01E108403,GERD,1.0
W01E110496,Diabetic Foot Complications,1.0
W32136,Lung,1.0
W01E102139,Back Pain,2.0
W01E125950,Pancreas Anatomy,1.0
W01E116528,Foot,1.0
W07563,Pancreas Anatomy,1.0
W46588,Leg,1.0
W25332,Neck,1.0
W07483,MRSA,1.0
W01E119982,Gallbladder Anatomy,2.0
W08884,Mitral Valve Regurgitation,1.0
W08669,Gallbladder Anatomy,1.0
W01Y103156,Colonoscopy,1.0
W25845,Esophageal Cancer,1.0
W16058,Wrist,1.0
W01E109441,Hypoparathyroidism,1.0
W38303,Rheumatoid Arthritis,1.0
W01Y114474,Brain,1.0
W01E108667,Strep Throat,1.0
W13828,Heart Failure,1.0
W01Y111661,Insulin and Glucose,1.0
W27899,Abdomen,1.0
W01E118852,Colon,1.0
W01E113268,Shoulder,1.0
W31189,Uterus,6.0
W11771,Diabetic Foot Complications,4.333333333333333
W01E103799,Insulin and Glucose,2.0
W10703,Spine,1.0
W01E118949,Diabetic Foot Complications,1.0
W01E134194,Torn Rotator Cuff,1.0
W01E121883,Sinusitis,1.0
W01E119683,Arm,1.0
W27804,Atrial Fibrillation with Conduction System,1.0
W42930,Carpal Tunnel Syndrome,1.0
W01E128623,Allergic Rhinitis,1.0
W24344,Pancreatic Bile Duct,1.5
W01E131289,Myocardial Ischemia,1.0
W01Y102513,Prostate Brachytherapy,1.0
W01Y112846,Cataract,1.0
W11267,Irritable Bowel Syndrome,1.0
W01E103278,Mohs Surgery,1.0
W01Y104814,Gallstone Pancreatitis,2.0
W01E107506,Heart Failure,1.0
W35315,Coronary Artery Disease,1.0
W43844,Abdomen,1.0
W01Y112137,Head,1.5
W01Y107667,Bladder Cancer,1.0
W01E120362,Esophagus,2.0
W31091,Kyphosis,1.3333333333333333
W01E119662,Wrist,2.1666666666666665
W01E107218,Pancreatic Bile Duct,1.0
W06191,Endoscopy,1.0
W01Y103397,Brain,1.3333333333333333
W01Y103365,Teeth,1.0
W01E124900,Heart,1.625
W01E130433,Head,2.0
W27540,Barrett's Esophagus,1.0
W03950,Pelvis,1.0
W01E105324,Abdomen,1.25
W01E126634,Ankylosing Spondylitis,1.2857142857142858
W01E106455,Diabetic Foot Complications,1.0
W01E102022,Neck,2.0
W05574,Scoliosis,1.4285714285714286
W01Y108053,Acne,1.3333333333333333
W15401,Urinary System,1.5
W01E106275,Rosacea,1.0
W01E111969,Barrett's Esophagus,1.0
W01Y100699,Enlarged Parathyroid Gland,1.0
W01E119804,Hepatitis C,1.0
W05740,Diabetic Nerve Problem,1.0
W42789,Ear,1.5
W01Y100192,Head,1.0
W01E119720,Torn Rotator Cuff,1.0
W03787,Spine,1.2727272727272727
W01E117655,Cardiac Catheterization,1.0
W01Y103307,Thorax,1.0
W01Y105318,Heart Failure,1.0
W01E115886,Pancreas Anatomy,1.0
W01E127784,Head,1.0
W01E108833,Mole Mapping,1.0
W01Y100362,Endoscopy,1.0
W25000,Stomach,1.5
W01E122352,Comminuted Fracture,2.1666666666666665
W01Y113562,Head,23.0
W25799,Pancreatic Bile Duct,1.25
W01E116029,Liver,1.6666666666666667
W01E134173,Uterus,1.3333333333333333
W01E132439,Back Pain,1.0
W01E106959,Warts on Skin,5.0
W10244,Brain,1.3333333333333333
W01E102702,Pelvis,1.0
W08187,Large Intestine Cross Section,1.0
W01Y105516,Hemorrhoids,2.0
W01E134154,Back Pain,1.0
W01E100889,Hypoparathyroidism,1.0
W01E116419,Stomach,1.8
W01E112503,Osteoporosis,2.25
W01E103948,Chronic Lymphocytic Leukemia,1.0
W01E116619,Bladder,1.4444444444444444
W35400,HIV/AIDS,1.0
W01E110161,Neck,2.5
W43148,BPH,1.0
W01E133270,Neck,2.5
W01E111064,Artery Blockage,2.25
W01E134131,Lung,3.0
W25612,Leg,2.5
W15132,Pneumonia,1.0
W01E125609,Reproductive System,1.0
W01E129873,Large Intestine Cross Section,1.1428571428571428
W01Y106766,Vaginal Birth,1.0
W01E112086,Neck,1.0
W06239,Warts on Skin,2.0
W14477,Pregnancy,2.5
W03255,IUD Placement,1.0
W01E134262,Back Pain,1.0
W01Y106846,Pelvis,1.0
W01Y105268,Vaginal Birth,3.0
W02240,Diabetic Retinopathy,1.0
W01E115303,Mole Mapping,1.0
W46838,Aortic Valve Stenosis,1.25
W01Y102425,Varicose Veins,1.0
W01E115641,Stomach,1.5
W01E132317,Osteoarthritis,1.0
W01E133667,Large Intestine Cross Section,1.0
W19529,Type 2 Diabetes - Glucose Absorption,1.0
W01E122009,Asthma Inhaler,1.1428571428571428
W04932,C-Section,1.5
W01E123581,Varicose Veins,1.0
W14228,Heart,5.818181818181818
W01Y104441,Spine,1.0
W01E111466,Abdomen,1.0
W01Y111775,Eye,1.0
W01E134451,Lung,1.0
W01E110510,Leg,1.0
W39359,Vaginal Birth,1.0
W15009,Pelvis,3.5
W26534,Endometriosis,1.0
W01E128996,Abdomen,2.111111111111111
W01E112400,Pancreas Anatomy,1.0
W01E100572,Abdomen,1.0
W24081,Prostate Anatomy Tour,1.0
W20327,Hand,1.0
W01E120143,HIV Life Cycle,1.0
W01E106624,Abdomen,1.0
W01E128796,Teeth,1.8333333333333333
W02760,Atrial Fibrillation with Conduction System,1.0
W01E134249,GERD,1.0
W01E118356,Abdomen,1.0
W01Y100866,Eye,1.0
W15704,Wagner Classification,1.0
W01E104174,Pelvis,2.0
W01Y109147,Hiatal Hernia,1.0
W01E129771,Thyroid Nodules,1.0
W01Y103398,Pancreatic Cancer,1.0
W19797,Inguinal Hernia: Indirect,1.0
W01E133270,Teeth,3.1666666666666665
W13870,Varicose Veins,1.0
W01Y103736,Neck,1.0
W01E123913,Artery Blockage,1.5454545454545454
W01E112401,Insulin and Glucose,1.0
W01E104654,Asthma Inhaler,1.6
W20127,Asthma Inhaler,1.0
W36790,Diabetic Retinopathy,2.5
W04540,Vasculature,1.0
W39190,COPD,1.0
W01Y101877,Thyroid Cancer,1.0
W01E126302,Gallbladder Anatomy,1.0
W01E124993,Mitral Valve Regurgitation,1.0
W01E119808,Pelvis,1.0
W01E119709,Torn Rotator Cuff,1.0
W01E117198,Vaginal Birth,1.0
W05623,Stomach,1.0
W38521,C-Section,1.0
W14963,Gallstones,1.0
W13576,Tuberculosis,1.0
W01Y105915,Mohs Surgery,1.0
W01E117335,Thyroid Nodules,1.0
W01E117255,Endoscopy,1.0
W04080,Artery Blockage,2.0
W01Y101932,Astigmatism,2.0
W14267,Head,1.0
W01Y106261,Back Pain,2.0
W01E119720,Concussion: Brain Injury,1.1428571428571428
W01E131769,Neck,3.0
W03787,Lung,1.2
W01E127611,Arm,2.0
W01E124191,Acne,2.0
W01Y103227,Spine,6.0
W01Y101535,Thorax,1.0
W15941,Artery Blockage,1.1666666666666667
W37627,Basal Cell Carcinoma,1.0
W01E133353,Bronchitis,2.0
W10678,Arm,2.0
W01Y108032,Low Testosterone,1.0
W01E134593,Neck,4.0
W01E122705,Pancreatic Bile Duct,1.0
W26271,Ulcerative Colitis,2.0
W13811,Asthma Inhaler,1.0
W15132,Appendicitis,1.0
W01E119720,Dry Macular Degeneration,1.0
W01E120418,Lung,2.0
W01E108908,Irritable Bowel Syndrome,1.0
W01Y100223,McDonald's Criteria,1.0
W03670,Brain,1.9230769230769231
W01E115303,COPD,1.0
W01E119676,Spine,2.0
W19817,Spine,2.1666666666666665
W01Y108144,Neck,1.6666666666666667
W01E106371,Pancreas Anatomy,2.0
W01Y113468,Heart,2.5
W15704,Adam Insulin ,2.0
W02157,Coronary Artery Bypass Grafting (CABG),1.0
W01E116115,Colon Polyps,1.0
W01Y104683,Vasculature,1.0
W01E110487,Pancreatic Bile Duct,1.0
W38355,Prostate Brachytherapy,1.0
W26062,Diabetic Foot Complications,2.0
W01E123507,Neck,1.0
W02037,Barrett's Esophagus,1.0
W28453,Pharyngitis,1.0
W01E104330,Lupus,2.0
W01Y102283,Pancreatic Bile Duct,1.3333333333333333
W01E119986,Hyperparathyroidism,1.0
W01E125376,Pancreas Anatomy,1.0
W01E115984,Osteoarthritis,1.0
W14810,HIV Life Cycle,1.0
W19811,Teeth,1.0
W01E119802,Endoscopy,1.5
W01E134714,Arm,2.5
W01E128216,Colon Polyps,1.0
W01E118661,Pancreas Anatomy,1.0
W01E119076,Myeloma,1.0
W01Y106110,Deep Vein Thrombosis,1.0
W01E106558,C-Section,1.0
W01E119726,Neck,1.0
W13136,Dialysis Vascular Access,1.0
W01E115886,Heart,1.0
W01E123793,ADHD,1.0
W01E134173,Heart,1.0
W08700,Neck,1.4
W01E122009,Teeth,1.0
W15488,Mohs Surgery,1.0
W01E101084,Neck,1.0
W01Y106319,Hepatitis,1.0
W01E131904,Diverticulosis,1.125
W01Y109147,Anal Fissure,1.0
W01E107810,Ankylosing Spondylitis,1.0
W32110,Esophageal Cancer,1.0
W05941,Cardiac Catheterization,2.0
W01E114326,Thyroid Nodules,1.0
W37627,Hyperparathyroidism,1.0
W01E128904,Mole Mapping,2.0
W01Y102987,Artery Blockage,1.0
W08688,Pelvis,2.0
W01E134254,Back Pain,1.25
W01Y100040,Urinary Tract Infection,2.3333333333333335
W07413,Psoriatic Arthritis,1.0
W01E128742,Aplastic Anemia,1.0
W01E128408,Teeth,2.0
W01E119546,Alzheimer's Disease,2.0
W13265,Head,1.3333333333333333
W01E110653,Kyphosis,2.0
W04417,Heart,1.6
W15120,Torn Rotator Cuff,2.0
W01E131153,Thyroid Nodules,1.0
W01Y100164,Insulin and Glucose,2.0
W08746,Neck,1.0
W15941,Brain,1.0
W14029,Brain,1.0
W35191,Insulin and Glucose,1.0
W01E101025,Hand,1.0
W01E117091,Diabetic Nerve Problem,1.0
W01E120495,Teeth,1.5
W13786,Vaginal Birth,2.5
W01E118125,Asthma Inhaler,1.0
W14883,Abdomen,1.0
W01E112401,ADHD,1.0
W27849,Rheumatoid Arthritis,1.0
W01Y103989,ADHD,1.3333333333333333
W26606,Varicose Veins,1.0
W01Y113546,COPD,1.0
W01E128408,Spine,1.75
W01E131769,Pulmonary Hypertension,1.0
W01E114349,Colon,2.0
W00875,ADHD,3.0
W01E124249,Strep Throat,1.0
W01E107851,Uterus,1.0
W01E125540,Cardiac Catheterization,1.0
W01Y102179,Eye,1.0
W01Y114161,Colon Cancer,1.0
W01E119546,Asthmatic Airways,1.0
W01E104193,Pancreatic Bile Duct,1.0
W01E122539,Spine,2.0
W25441,Leg,1.0
W01E131729,Saccular Aneurysm,1.0
W01Y100515,Urinary Tract Infection,2.0
W01E130188,Pancreatic Bile Duct,2.0
W25612,Breast,1.3333333333333333
W01E131001,Endometriosis,1.0
W07630,Heart,1.0
W46647,GERD,1.3333333333333333
W01E120414,Osteoarthritis,2.0
W07765,COPD,1.0
W01E120490,Comminuted Fracture,1.0
W13259,Stomach,1.0
W32000,Low Testosterone,3.0
W37316,Systems,1.2222222222222223
W19250,Osteoporosis,1.0
W01E124991,Head,1.0
W01E111391,Pancreatic Cancer,1.0
W01Y103516,Insulin and Glucose,1.0
W01E101365,Esophagus,1.0
W05876,Heart,2.5
W25799,Pancreatic Cancer,1.0
W01E107378,Thorax,1.5
W15583,Thorax,2.0
W01Y101336,Diabetic Retinopathy,1.0
W01E108729,Gout,1.0
W16081,ABCDE Moles,1.0
W01E104394,Lupus,1.6
W01E125070,Stomach,1.0
W01E126254,Diabetes Type 1 Insulin Release,1.0
W01Y107672,Mitral Valve Regurgitation,1.0
W37174,Heart,1.0
W07791,Deep Vein Thrombosis,1.0
W01E127163,Pancreas Anatomy,2.0
W01E111566,Irritable Bowel Syndrome,1.0
W28871,Teeth,1.0
W20137,Diabetes Type 1 Insulin Release,2.0
W01Y101877,GERD,1.0
W01E102124,Insulin and Glucose,1.0
W01E112653,Neck,1.5
W01E128742,Bronchitis,1.0
W10724,Abdomen,1.0
W01E101489,Head,1.0
W36903,Knee,1.0
W01E118979,Chemotherapy IV,2.0
W01Y102982,Insulin and Glucose,1.0
W25669,Ankylosing Spondylitis,1.25
W01Y102283,Stomach Cancer,1.0
W01E106123,Acne,1.0
W01E118928,Myeloma,1.0
W01E111704,Lupus,1.0
W01Y106261,Colon,1.0
W27348,Diabetes Type 1 Glucose Absorption,1.0
W25000,Diabetic Retinopathy,1.0
W01E119707,Mohs Surgery,2.0
W01Y103045,Gallstone Pancreatitis,1.0
W01Y102985,Heart,4.0
W01833,Insulin and Glucose,1.0
W38473,Diabetic Retinopathy,1.0
W16029,Abdomen,1.0
W38958,Cervix Anatomy,1.0
W01E110172,Stable Fracture,1.0
W01E108214,Teeth,1.0
W01Y109220,Vasculature,1.0
W01E106671,Urinary System,2.0
W01E116227,Shoulder,1.0
W38641,Systems,1.0
W26836,Pelvis,1.0
W01E100509,Shoulder,1.0
W19685,Heart,1.0
W01E106771,Low Testosterone,1.0
W01Y113589,ADHD,1.0
W08744,Thorax,1.0
W01E122791,Heart,1.0
W01E132783,Heart Failure,1.0
W01E130162,Lymph Nodes around Uterus,1.0
W37054,Type 2 Diabetes - Glucose Absorption,1.0
W01E110469,Neck,1.0
W04474,Pulmonary Hypertension,1.0
W01E119709,Prostate Brachytherapy,2.0
W01200,Colon Polyps,1.3333333333333333
W14557,Diabetic Nerve Problem,1.0
W01E118923,Small Cell Lung Cancer,1.0
W01Y112152,Colon,3.0
W01E107448,Esophagus,1.0
W01E106813,Heart Failure,1.0
W28479,Pancreatic Bile Duct,2.0
W14227,Heart,3.6666666666666665
W01E112275,Head,2.6666666666666665
W01Y103652,Spine,3.0
W01Y103355,Mammography,2.0
W01E129115,Back Pain,2.0
W01E133411,Elbow,1.0
W01E103051,Colonoscopy,1.0
W03256,Ankylosing Spondylitis,2.0
W01E123434,Hemorrhoids,1.0
W01E111019,Saccular Aneurysm,1.0
W01Y103946,Mastectomy,1.0
W01E118648,Myocardial Infarction,1.0
W42905,Shoulder,1.0
W27365,Diverticulitis,1.75
W01E110492,Shoulder,2.0
W13305,Abdomen,1.25
W01E110703,Thorax,1.0
W01E121932,Head,2.0
W01E115887,Shingles,2.0
W34514,Acid Reflux,1.0
W01E109046,External Beam Radiation,1.0
W05641,Enlarged Parathyroid Gland,1.0
W01Y107381,Leg,1.0
W01E109925,Hand,1.0
W01Y113471,Leg,1.0
W01Y114435,IUD Placement,1.0
W01E117070,Insulin and Glucose,1.0
W01Y108361,Appendicitis,1.0
W01E107958,Pancreas Anatomy,1.0
W06955,Stomach,1.2
W10747,Neck,1.25
W07652,Scoliosis,1.0
W01Y111663,Spine,1.0
W08884,Ventricular Fibrillation with Conduction System,1.0
W01Y108366,Knee,2.0
W01E131039,Back Pain,1.0
W26048,Uterus,1.0
W01Y103213,Mohs Surgery,1.0
W01E107870,Colon Polyps,1.5
W01E115562,BPH,1.0
W01E133268,Elbow,1.0
W01E126657,Neck,1.3333333333333333
W01Y113471,Neck,1.0
W06638,Kyphosis,1.0
W01E110742,ADHD,3.0
W01E131573,Diabetes Type 2 Glucose Transport,1.0
W34703,Diverticulosis,1.0
W01E128969,Pancreatic Bile Duct,2.0
W01E132610,Diabetic Retinopathy,1.0
W01E119171,Peptic Ulcer Disease,1.0
W27480,Head,1.0
W01Y111489,Colonoscopy,1.0
W01E132665,Spine,1.2
W01Y113236,Shoulder,1.0
W01E100972,ABCDE Moles,1.0
W01E103465,Leg,1.25
W01Y101782,Neck,1.25
W25799,Coronary Artery Bypass Grafting (CABG),1.0
W01E125070,Teeth,1.0
W05631,Arm,2.0
W43370,Comminuted Fracture,1.0
W01E116828,Lymph Node Cross Section,1.0
W01E109383,Pancreas Anatomy,1.0
W01E100897,Scoliosis,1.0
W01E134713,Pancreatic Bile Duct,1.0
W01Y113589,Liver,1.0
W01E134044,Diabetic Nerve Problem,1.0
W01Y108723,Barrett's Esophagus,1.0
W01E107486,Irritable Bowel Syndrome,1.0
W01E123923,Adam Insulin ,1.5
W01Y109147,ABCDE Moles,2.0
W01Y100998,Hyperparathyroidism,1.0
W01Y107849,Spine,2.0
W01E128896,Lyme Disease,1.0
W01E127801,Varicose Veins,3.0
W01Y104683,Hiatal Hernia,1.0
W01E128236,Astigmatism,1.0
W26804,Atrial Fibrillation,1.2
W46463,Atrial Fibrillation with Conduction System,2.0
W15631,Heart,1.8571428571428572
W01E116333,Glaucoma,1.0
W01Y101563,Sinus,1.0
W05740,Pancreatic Bile Duct,1.0
W01E106822,Brain,1.0
W01E122122,Large Intestine Cross Section,2.0
W01E115403,Uterus,1.0
W01E121398,Neck,2.5
W01E100662,Acne Detailed,2.0
W01Y114432,Skin,1.0
W01E130309,Thorax,1.0
W01E125125,McDonald's Criteria,1.0
W01E119717,Barrett's Esophagus,1.0
W01Y106327,Kyphosis,1.0
W28666,Pancreatic Bile Duct,1.0
W01E108895,Knee,1.0
W27020,Eye,1.0
W01Y101009,Hodgkin's Lymphoma,2.0
W26231,Back Pain,2.0
W01E114395,Head,1.0
W01Y108366,COPD,1.0
W01E120872,Stomach Cross Section,1.0
W01E103997,Pancreatic Bile Duct,1.0
W04019,Atrial Fibrillation with Conduction System,1.0
W01E116881,Eye,2.0
W01E106865,Pulmonary Edema,1.0
W01E119066,Spine,1.0
W01E108934,Cardiac Catheterization,1.0
W01Y101921,Diabetic Retinopathy,1.0
W01E130733,Type 2 Diabetes - Glucose Absorption,1.0
W36340,Osteoarthritis,1.0
W01Y104638,Acne,1.0
W01E126303,Lymph Nodes around Uterus,1.6666666666666667
W28926,Gout,1.0
W01E104226,Diabetic Retinopathy,2.142857142857143
W01E119716,Vaginal Birth,1.0
W01E133167,Coronary Artery Bypass Grafting (CABG),1.0
W01Y112398,Hyperparathyroidism,1.0
W09318,Ankylosing Spondylitis,1.0
W01E103278,Asthma Inhaler,1.3333333333333333
W01E120874,Thorax,1.0
W28666,Diabetic Nerve Problem,1.0
W35685,Stinging Insect Allergy,1.0
W01466,Pancreatic Bile Duct,1.0
W01E116818,Diverticulitis,1.0
W01E123851,Multiple Sclerosis,2.0
W35823,Wagner Classification,1.0
W13319,Neck,1.5
W35807,Hand,6.0
W01E128845,Spine,1.0
W01E104553,Comminuted Fracture,1.0
W01740,Neck,4.0
W03923,Heart,1.0
